GenPept accession,Phylum,Class
2012194A, Kitrinoviricota, Alsuviricetes
2211403A, Kitrinoviricota, Alsuviricetes
4WRT_B, Negarnaviricota, Insthoviricetes
4WSB_B, Negarnaviricota, Insthoviricetes
5AMR_A, Negarnaviricota, Ellioviricetes
AAA43036, Pisuviricota, Pisoniviricetes
AAA46565, Pisuviricota, Pisoniviricetes
AAA64287, Pisuviricota, Pisoniviricetes
AAA66950, Pisuviricota, Pisoniviricetes
AAA86113, Kitrinoviricota, Alsuviricetes
AAA91583, Pisuviricota, Stelpaviricetes
AAA98577, Pisuviricota, Stelpaviricetes
AAB27624, Pisuviricota, Duplopiviricetes
AAB50573, Pisuviricota, Stelpaviricetes
AAB69867, Pisuviricota, Pisoniviricetes
AAC01572, Pisuviricota, Stelpaviricetes
AAC06252, Lenarviricota, Leviviricetes
AAC55659, Kitrinoviricota, Alsuviricetes
AAC55983, Kitrinoviricota, Flasuviricetes
AAC58753, Kitrinoviricota, Flasuviricetes
AAC58756, Kitrinoviricota, Flasuviricetes
AAC58758, Kitrinoviricota, Flasuviricetes
AAC58759, Kitrinoviricota, Flasuviricetes
AAC58789, Kitrinoviricota, Flasuviricetes
AAC58790, Kitrinoviricota, Flasuviricetes
AAD13622, Kitrinoviricota, Alsuviricetes
AAD14562, Kitrinoviricota, Alsuviricetes
AAD16174, Pisuviricota, Pisoniviricetes
AAD31543, Kitrinoviricota, Flasuviricetes
AAD32960, Kitrinoviricota, Flasuviricetes
AAD44718, Kitrinoviricota, Flasuviricetes
AAD45560, Pisuviricota, Stelpaviricetes
AAF13603, Pisuviricota, Duplopiviricetes
AAF18330, Kitrinoviricota, Alsuviricetes
AAF26709, Kitrinoviricota, Alsuviricetes
AAF97924, Kitrinoviricota, Alsuviricetes
AAG13939, Kitrinoviricota, Alsuviricetes
AAG53583, Pisuviricota, Duplopiviricetes
AAK49964, Pisuviricota, Pisoniviricetes
AAK50546, Negarnaviricota, Monjiviricetes
AAK52739, Pisuviricota, Duplopiviricetes
AAL30476, Negarnaviricota, Insthoviricetes
AAL32166, Kitrinoviricota, Flasuviricetes
AAL69622, Pisuviricota, Pisoniviricetes
AAL69623, Pisuviricota, Pisoniviricetes
AAL69633, Pisuviricota, Pisoniviricetes
AAL69636, Pisuviricota, Pisoniviricetes
AAL71892, Pisuviricota, Stelpaviricetes
AAL73971, Pisuviricota, Stelpaviricetes
AAL79540, Pisuviricota, Duplopiviricetes
AAM46081, Pisuviricota, Pisoniviricetes
AAN77511, Kitrinoviricota, Flasuviricetes
AAN77512, Kitrinoviricota, Flasuviricetes
AAO13836, Pisuviricota, Stelpaviricetes
AAO21337, Lenarviricota, Howeltoviricetes
AAO24117, Kitrinoviricota, Flasuviricetes
AAO83985, Pisuviricota, Pisoniviricetes
AAP03645, Negarnaviricota, Monjiviricetes
AAP44539, Negarnaviricota, Ellioviricetes
AAP44541, Negarnaviricota, Ellioviricetes
AAP44542, Negarnaviricota, Ellioviricetes
AAP78486, Kitrinoviricota, Tolucaviricetes
AAQ10758, Pisuviricota, Stelpaviricetes
AAQ17057, Pisuviricota, Pisoniviricetes
AAR01970, Lenarviricota, Howeltoviricetes
AAR01973, Lenarviricota, Howeltoviricetes
AAR12300, Negarnaviricota, Insthoviricetes
AAR14150, Pisuviricota, Pisoniviricetes
AAR89466, Kitrinoviricota, Alsuviricetes
AAS57939, Kitrinoviricota, Alsuviricetes
AAT01719, Pisuviricota, Pisoniviricetes
AAT48886, Pisuviricota, Duplopiviricetes
AAT70770, Pisuviricota, Pisoniviricetes
AAT81157, Pisuviricota, Pisoniviricetes
AAT85717, Kitrinoviricota, Flasuviricetes
AAU88207, Pisuviricota, Duplopiviricetes
AAV34154, Kitrinoviricota, Flasuviricetes
AAV34158, Kitrinoviricota, Flasuviricetes
AAV48581, Negarnaviricota, Monjiviricetes
AAV86083, Pisuviricota, Pisoniviricetes
AAX07259, Kitrinoviricota, Alsuviricetes
AAX32879, Pisuviricota, Pisoniviricetes
AAX49344, Negarnaviricota, Ellioviricetes
AAY18409, Kitrinoviricota, Alsuviricetes
AAY40312, Pisuviricota, Pisoniviricetes
AAY51483, Pisuviricota, Duplopiviricetes
AAZ57426, Pisuviricota, Pisoniviricetes
AAZ76594, Pisuviricota, Pisoniviricetes
AAZ81884, Kitrinoviricota, Alsuviricetes
ABA43708, Pisuviricota, Pisoniviricetes
ABA54133, Kitrinoviricota, Alsuviricetes
ABA60784, Kitrinoviricota, Alsuviricetes
ABB71671, Negarnaviricota, Monjiviricetes
ABB90673, Kitrinoviricota, Flasuviricetes
ABC40679, Kitrinoviricota, Flasuviricetes
ABC67516, Kitrinoviricota, Tolucaviricetes
ABC86749, Pisuviricota, Duplopiviricetes
ABC86751, Duplornaviricota, Chrymotiviricetes
ABC96748, Pisuviricota, Pisoniviricetes
ABC96750, Pisuviricota, Pisoniviricetes
ABC96755, Pisuviricota, Pisoniviricetes
ABD34316, Kitrinoviricota, Tolucaviricetes
ABD75543, Pisuviricota, Pisoniviricetes
ABD75828, Kitrinoviricota, Flasuviricetes
ABE73208, Kitrinoviricota, Flasuviricetes
ABF51185, Pisuviricota, Pisoniviricetes
ABF51192, Pisuviricota, Pisoniviricetes
ABF51200, Pisuviricota, Pisoniviricetes
ABF51204, Pisuviricota, Pisoniviricetes
ABF60957, Kitrinoviricota, Flasuviricetes
ABF67520, Duplornaviricota, Resentoviricetes
ABG74927, Pisuviricota, Stelpaviricetes
ABG81341, Kitrinoviricota, Flasuviricetes
ABH06988, Kitrinoviricota, Alsuviricetes
ABH06996, Kitrinoviricota, Alsuviricetes
ABH10135, Pisuviricota, Stelpaviricetes
ABI23434, Pisuviricota, Pisoniviricetes
ABI96821, Negarnaviricota, Ellioviricetes
ABI99478, Pisuviricota, Stelpaviricetes
ABJ99996, Pisuviricota, Duplopiviricetes
ABK00130, Negarnaviricota, Insthoviricetes
ABK29455, Pisuviricota, Pisoniviricetes
ABK35363, Duplornaviricota, Vidaverviricetes
ABK91835, Kitrinoviricota, Flasuviricetes
ABL61316, Pisuviricota, Pisoniviricetes
ABM54550, Pisuviricota, Pisoniviricetes
ABM65095, Pisuviricota, Pisoniviricetes
ABN51178, Negarnaviricota, Ellioviricetes
ABN71239, Pisuviricota, Duplopiviricetes
ABO18577, Kitrinoviricota, Tolucaviricetes
ABO42303, Negarnaviricota, Monjiviricetes
ABO69374, Pisuviricota, Pisoniviricetes
ABO69376, Pisuviricota, Pisoniviricetes
ABO69377, Pisuviricota, Pisoniviricetes
ABP87977, Negarnaviricota, Ellioviricetes
ABP88845, Kitrinoviricota, Flasuviricetes
ABQ41107, Kitrinoviricota, Alsuviricetes
ABQ53134, Duplornaviricota, Chrymotiviricetes
ABQ57223, Pisuviricota, Pisoniviricetes
ABR27424, Kitrinoviricota, Flasuviricetes
ABR68927, Kitrinoviricota, Alsuviricetes
ABR88099, Pisuviricota, Stelpaviricetes
ABS18757, Negarnaviricota, Monjiviricetes
ABS29339, Kitrinoviricota, Magsaviricetes
ABU39911, Negarnaviricota, Ellioviricetes
ABU41789, Kitrinoviricota, Flasuviricetes
ABU55400, Pisuviricota, Duplopiviricetes
ABU55615, Pisuviricota, Pisoniviricetes
ABU94739, Kitrinoviricota, Alsuviricetes
ABU98319, Kitrinoviricota, Alsuviricetes
ABV21394, Negarnaviricota, Ellioviricetes
ABV21734, Pisuviricota, Stelpaviricetes
ABV25904, Pisuviricota, Pisoniviricetes
ABV55251, Kitrinoviricota, Flasuviricetes
ABV55637, Pisuviricota, Pisoniviricetes
ABV56203, Kitrinoviricota, Alsuviricetes
ABV56612, Pisuviricota, Pisoniviricetes
ABV89762, Pisuviricota, Duplopiviricetes
ABW24037, Negarnaviricota, Monjiviricetes
ABW76844, Kitrinoviricota, Flasuviricetes
ABW97532, Kitrinoviricota, Alsuviricetes
ABX74939, Pisuviricota, Pisoniviricetes
ABX79995, Duplornaviricota, Chrymotiviricetes
ABX79996, Duplornaviricota, Chrymotiviricetes
ABX79997, Duplornaviricota, Chrymotiviricetes
ABX80373, Kitrinoviricota, Flasuviricetes
ABX80375, Kitrinoviricota, Flasuviricetes
ABY27302, Kitrinoviricota, Alsuviricetes
ABY73571, Kitrinoviricota, Tolucaviricetes
ABY82502, Negarnaviricota, Ellioviricetes
ABY86425, Pisuviricota, Stelpaviricetes
ABZ81211, Negarnaviricota, Monjiviricetes
ABZ90974, Pisuviricota, Pisoniviricetes
ACA34525, Negarnaviricota, Monjiviricetes
ACA42550, Pisuviricota, Stelpaviricetes
ACA52156, Pisuviricota, Pisoniviricetes
ACA61232, Duplornaviricota, Chrymotiviricetes
ACB45492, Kitrinoviricota, Flasuviricetes
ACC60229, Pisuviricota, Stelpaviricetes
ACC78282, Kitrinoviricota, Flasuviricetes
ACC94304, Negarnaviricota, Ellioviricetes
ACD13417, Kitrinoviricota, Flasuviricetes
ACD14090, Kitrinoviricota, Flasuviricetes
ACD93606, Kitrinoviricota, Flasuviricetes
ACE63642, Kitrinoviricota, Flasuviricetes
ACE80691, Pisuviricota, Stelpaviricetes
ACF75854, Pisuviricota, Stelpaviricetes
ACF75855, Pisuviricota, Stelpaviricetes
ACF75857, Pisuviricota, Stelpaviricetes
ACF75859, Pisuviricota, Stelpaviricetes
ACF75860, Pisuviricota, Stelpaviricetes
ACF75862, Pisuviricota, Stelpaviricetes
ACG55799, Pisuviricota, Pisoniviricetes
ACG55800, Pisuviricota, Pisoniviricetes
ACG69815, Kitrinoviricota, Alsuviricetes
ACH57393, Pisuviricota, Pisoniviricetes
ACH97857, Kitrinoviricota, Flasuviricetes
ACI32065, Negarnaviricota, Ellioviricetes
ACJ03572, Kitrinoviricota, Tolucaviricetes
ACJ04421, Pisuviricota, Pisoniviricetes
ACJ10208, Pisuviricota, Pisoniviricetes
ACJ37237, Kitrinoviricota, Flasuviricetes
ACJ37238, Kitrinoviricota, Flasuviricetes
ACJ38088, Kitrinoviricota, Alsuviricetes
ACJ64915, Kitrinoviricota, Flasuviricetes
ACK37375, Pisuviricota, Pisoniviricetes
ACK37388, Pisuviricota, Pisoniviricetes
ACK37400, Pisuviricota, Pisoniviricetes
ACK37405, Pisuviricota, Pisoniviricetes
ACK37420, Pisuviricota, Pisoniviricetes
ACK37421, Pisuviricota, Pisoniviricetes
ACK37422, Pisuviricota, Pisoniviricetes
ACK37425, Pisuviricota, Pisoniviricetes
ACK37426, Pisuviricota, Pisoniviricetes
ACK37430, Pisuviricota, Pisoniviricetes
ACK37431, Pisuviricota, Pisoniviricetes
ACK37438, Pisuviricota, Pisoniviricetes
ACK37443, Pisuviricota, Pisoniviricetes
ACL68400, Kitrinoviricota, Flasuviricetes
ACL68402, Kitrinoviricota, Flasuviricetes
ACL93278, Pisuviricota, Duplopiviricetes
ACL98160, Negarnaviricota, Monjiviricetes
ACM68708, Pisuviricota, Stelpaviricetes
ACN23027, Pisuviricota, Stelpaviricetes
ACN44170, Pisuviricota, Stelpaviricetes
ACN49135, Kitrinoviricota, Alsuviricetes
ACN59473, Kitrinoviricota, Tolucaviricetes
ACN73462, Kitrinoviricota, Flasuviricetes
ACN88707, Pisuviricota, Stelpaviricetes
ACN88709, Pisuviricota, Stelpaviricetes
ACN88711, Pisuviricota, Stelpaviricetes
ACN88713, Pisuviricota, Stelpaviricetes
ACN90651, Lenarviricota, Leviviricetes
ACN94442, Pisuviricota, Pisoniviricetes
ACN94443, Pisuviricota, Pisoniviricetes
ACO37245, Pisuviricota, Duplopiviricetes
ACO82049, Kitrinoviricota, Flasuviricetes
ACO87999, Negarnaviricota, Monjiviricetes
ACR54279, Pisuviricota, Stelpaviricetes
ACS28233, Kitrinoviricota, Alsuviricetes
ACS29435, Kitrinoviricota, Flasuviricetes
ACS29436, Kitrinoviricota, Flasuviricetes
ACS44770, Pisuviricota, Pisoniviricetes
ACT15363, Kitrinoviricota, Alsuviricetes
ACT22806, Negarnaviricota, Monjiviricetes
ACT53745, Pisuviricota, Stelpaviricetes
ACT64131, Pisuviricota, Duplopiviricetes
ACT66724, Lenarviricota, Leviviricetes
ACT66728, Lenarviricota, Leviviricetes
ACT66752, Lenarviricota, Leviviricetes
ACT68340, Negarnaviricota, Ellioviricetes
ACT79246, Negarnaviricota, Monjiviricetes
ACT89356, Pisuviricota, Pisoniviricetes
ACU00185, Pisuviricota, Pisoniviricetes
ACU01024, Pisuviricota, Pisoniviricetes
ACU27228, Pisuviricota, Pisoniviricetes
ACU44509, Kitrinoviricota, Alsuviricetes
ACU65438, Negarnaviricota, Monjiviricetes
ACU65445, Negarnaviricota, Monjiviricetes
ACV66991, Kitrinoviricota, Alsuviricetes
ACV89839, Pisuviricota, Pisoniviricetes
ACV95628, Negarnaviricota, Ellioviricetes
ACX94288, Kitrinoviricota, Alsuviricetes
ACY01866, Pisuviricota, Duplopiviricetes
ACY07245, Lenarviricota, Leviviricetes
ACY46471, Negarnaviricota, Insthoviricetes
ACY56284, Negarnaviricota, Insthoviricetes
ACZ81407, Negarnaviricota, Monjiviricetes
ADA83556, Pisuviricota, Pisoniviricetes
ADB79812, Pisuviricota, Stelpaviricetes
ADB88761, Negarnaviricota, Monjiviricetes
ADC53109, Duplornaviricota, Resentoviricetes
ADC54795, Kitrinoviricota, Flasuviricetes
ADD92352, Pisuviricota, Pisoniviricetes
ADE10208, Kitrinoviricota, Flasuviricetes
ADE48860, Pisuviricota, Pisoniviricetes
ADE75156, Negarnaviricota, Insthoviricetes
ADF57894, Duplornaviricota, Resentoviricetes
ADF97523, Kitrinoviricota, Magsaviricetes
ADG03646, Pisuviricota, Pisoniviricetes
ADG21213, Duplornaviricota, Chrymotiviricetes
ADG23201, Pisuviricota, Stelpaviricetes
ADG27878, Pisuviricota, Pisoniviricetes
ADG45752, Pisuviricota, Stelpaviricetes
ADG56983, Pisuviricota, Duplopiviricetes
ADH51680, Kitrinoviricota, Alsuviricetes
ADI46683, Pisuviricota, Pisoniviricetes
ADI48250, Kitrinoviricota, Magsaviricetes
ADI48258, Pisuviricota, Pisoniviricetes
ADI58994, Pisuviricota, Pisoniviricetes
ADI79236, Negarnaviricota, Insthoviricetes
ADJ38390, Pisuviricota, Stelpaviricetes
ADJ39329, Pisuviricota, Pisoniviricetes
ADK25236, Negarnaviricota, Monjiviricetes
ADK25248, Negarnaviricota, Monjiviricetes
ADK63187, Kitrinoviricota, Flasuviricetes
ADK97705, Pisuviricota, Pisoniviricetes
ADK97708, Pisuviricota, Pisoniviricetes
ADK97710, Pisuviricota, Pisoniviricetes
ADL38960, Pisuviricota, Pisoniviricetes
ADL64055, Negarnaviricota, Insthoviricetes
ADL66905, Pisuviricota, Duplopiviricetes
ADM47770, Kitrinoviricota, Alsuviricetes
ADM88606, Duplornaviricota, Resentoviricetes
ADM88863, Kitrinoviricota, Flasuviricetes
ADN33398, Kitrinoviricota, Flasuviricetes
ADN43901, Kitrinoviricota, Alsuviricetes
ADN64814, Duplornaviricota, Resentoviricetes
ADN95978, Pisuviricota, Pisoniviricetes
ADO60922, Pisuviricota, Duplopiviricetes
ADO60926, Duplornaviricota, Chrymotiviricetes
ADO85550, Pisuviricota, Pisoniviricetes
ADP00834, Pisuviricota, Stelpaviricetes
ADP21510, Pisuviricota, Stelpaviricetes
ADQ00968, Kitrinoviricota, Flasuviricetes
ADQ54106, Duplornaviricota, Chrymotiviricetes
ADR65075, Pisuviricota, Stelpaviricetes
ADR79389, Pisuviricota, Pisoniviricetes
ADU03655, Kitrinoviricota, Alsuviricetes
ADU56621, Negarnaviricota, Ellioviricetes
ADU57375, Duplornaviricota, Resentoviricetes
ADV15441, Pisuviricota, Duplopiviricetes
ADV15443, Pisuviricota, Duplopiviricetes
ADV15444, Pisuviricota, Duplopiviricetes
ADV15448, Pisuviricota, Duplopiviricetes
ADV15450, Pisuviricota, Duplopiviricetes
ADV40934, Kitrinoviricota, Alsuviricetes
ADV57350, Pisuviricota, Pisoniviricetes
ADV69061, Negarnaviricota, Insthoviricetes
ADW08802, Duplornaviricota, Chrymotiviricetes
ADW27360, Negarnaviricota, Ellioviricetes
ADX01228, Pisuviricota, Stelpaviricetes
ADX01591, Negarnaviricota, Ellioviricetes
ADX59465, Pisuviricota, Pisoniviricetes
ADZ54704, Pisuviricota, Pisoniviricetes
ADZ55760, Pisuviricota, Pisoniviricetes
ADZ76009, Pisuviricota, Stelpaviricetes
ADZ76455, Negarnaviricota, Ellioviricetes
AEA02985, Negarnaviricota, Ellioviricetes
AEA03904, Negarnaviricota, Insthoviricetes
AEA30054, Negarnaviricota, Ellioviricetes
AEA30060, Negarnaviricota, Ellioviricetes
AEA30062, Negarnaviricota, Ellioviricetes
AEA30064, Negarnaviricota, Ellioviricetes
AEA49879, Negarnaviricota, Monjiviricetes
AEB21199, Negarnaviricota, Monjiviricetes
AEB70976, Negarnaviricota, Ellioviricetes
AEB70982, Negarnaviricota, Ellioviricetes
AEC14316, Negarnaviricota, Insthoviricetes
AEC32072, Negarnaviricota, Monjiviricetes
AEC50097, Kitrinoviricota, Tolucaviricetes
AED98371, Negarnaviricota, Insthoviricetes
AED98383, Negarnaviricota, Ellioviricetes
AED99798, Duplornaviricota, Chrymotiviricetes
AED99802, Duplornaviricota, Chrymotiviricetes
AED99808, Duplornaviricota, Chrymotiviricetes
AED99816, Duplornaviricota, Chrymotiviricetes
AED99918, Duplornaviricota, Resentoviricetes
AEE01391, Negarnaviricota, Ellioviricetes
AEE69369, Pisuviricota, Pisoniviricetes
AEE88304, Pisuviricota, Stelpaviricetes
AEF56733, Negarnaviricota, Monjiviricetes
AEF56734, Negarnaviricota, Ellioviricetes
AEF56735, Negarnaviricota, Ellioviricetes
AEG42386, Pisuviricota, Pisoniviricetes
AEG42388, Pisuviricota, Pisoniviricetes
AEG42391, Pisuviricota, Pisoniviricetes
AEG75268, Pisuviricota, Pisoniviricetes
AEG78314, Negarnaviricota, Monjiviricetes
AEH26189, Kitrinoviricota, Magsaviricetes
AEH26193, Kitrinoviricota, Magsaviricetes
AEI29961, Negarnaviricota, Insthoviricetes
AEI54609, Kitrinoviricota, Alsuviricetes
AEI55831, Kitrinoviricota, Alsuviricetes
AEI55839, Pisuviricota, Pisoniviricetes
AEI69664, Kitrinoviricota, Alsuviricetes
AEJ07657, Negarnaviricota, Monjiviricetes
AEJ07890, Pisuviricota, Duplopiviricetes
AEJ38175, Negarnaviricota, Ellioviricetes
AEJ84506, Pisuviricota, Pisoniviricetes
AEJ86542, Kitrinoviricota, Flasuviricetes
AEK49762, Negarnaviricota, Insthoviricetes
AEK75355, Kitrinoviricota, Flasuviricetes
AEK80016, Pisuviricota, Pisoniviricetes
AEL19657, Pisuviricota, Pisoniviricetes
AEL19659, Pisuviricota, Pisoniviricetes
AEL29642, Negarnaviricota, Ellioviricetes
AEL29649, Negarnaviricota, Ellioviricetes
AEL29670, Negarnaviricota, Ellioviricetes
AEL29685, Negarnaviricota, Ellioviricetes
AEL30247, Pisuviricota, Pisoniviricetes
AEL31290, Pisuviricota, Pisoniviricetes
AEM05822, Pisuviricota, Duplopiviricetes
AEM05823, Pisuviricota, Duplopiviricetes
AEM05832, Pisuviricota, Pisoniviricetes
AEM05833, Pisuviricota, Pisoniviricetes
AEM23890, Kitrinoviricota, Alsuviricetes
AEM37580, Pisuviricota, Pisoniviricetes
AEM37581, Pisuviricota, Pisoniviricetes
AEM37627, Pisuviricota, Stelpaviricetes
AEM45994, Kitrinoviricota, Tolucaviricetes
AEM63700, Pisuviricota, Pisoniviricetes
AEM98331, Negarnaviricota, Insthoviricetes
AEN25485, Kitrinoviricota, Alsuviricetes
AEN83681, Kitrinoviricota, Flasuviricetes
AEO95760, Negarnaviricota, Ellioviricetes
AEP04407, Kitrinoviricota, Alsuviricetes
AEP40395, Kitrinoviricota, Alsuviricetes
AEP44007, Negarnaviricota, Monjiviricetes
AEP69140, Pisuviricota, Pisoniviricetes
AEP83726, Lenarviricota, Howeltoviricetes
AEP83732, Kitrinoviricota, Alsuviricetes
AEQ25571, Lenarviricota, Leviviricetes
AEQ75466, Duplornaviricota, Resentoviricetes
AER30002, Pisuviricota, Stelpaviricetes
AER60533, Duplornaviricota, Resentoviricetes
AER92564, Pisuviricota, Pisoniviricetes
AER92566, Pisuviricota, Pisoniviricetes
AER92570, Pisuviricota, Pisoniviricetes
AER92585, Pisuviricota, Pisoniviricetes
AER92587, Pisuviricota, Pisoniviricetes
AET06138, Pisuviricota, Pisoniviricetes
AET25077, Pisuviricota, Pisoniviricetes
AET36885, Kitrinoviricota, Alsuviricetes
AET72462, Pisuviricota, Pisoniviricetes
AET79283, Pisuviricota, Pisoniviricetes
AET81014, Duplornaviricota, Chrymotiviricetes
AET81016, Duplornaviricota, Chrymotiviricetes
AET85047, Pisuviricota, Pisoniviricetes
AET85048, Pisuviricota, Pisoniviricetes
AEU12347, Pisuviricota, Pisoniviricetes
AEV40683, Kitrinoviricota, Alsuviricetes
AEV46286, Kitrinoviricota, Flasuviricetes
AEV51834, Pisuviricota, Stelpaviricetes
AEW87504, Kitrinoviricota, Alsuviricetes
AEX38455, Pisuviricota, Pisoniviricetes
AEX65767, Negarnaviricota, Monjiviricetes
AEX87907, Pisuviricota, Duplopiviricetes
AEX91878, Lenarviricota, Howeltoviricetes
AEX93357, Kitrinoviricota, Alsuviricetes
AEY76153, Lenarviricota, Howeltoviricetes
AEZ02948, Negarnaviricota, Ellioviricetes
AEZ35255, Negarnaviricota, Ellioviricetes
AEZ35261, Negarnaviricota, Ellioviricetes
AEZ35264, Negarnaviricota, Ellioviricetes
AFA26423, Pisuviricota, Stelpaviricetes
AFA43536, Kitrinoviricota, Alsuviricetes
AFB77701, Pisuviricota, Pisoniviricetes
AFB82733, Pisuviricota, Pisoniviricetes
AFC95826, Kitrinoviricota, Alsuviricetes
AFD18573, Kitrinoviricota, Flasuviricetes
AFD18574, Kitrinoviricota, Flasuviricetes
AFD18576, Kitrinoviricota, Flasuviricetes
AFD18577, Kitrinoviricota, Flasuviricetes
AFD18585, Kitrinoviricota, Flasuviricetes
AFD30969, Pisuviricota, Pisoniviricetes
AFD64770, Pisuviricota, Pisoniviricetes
AFE83590, Duplornaviricota, Chrymotiviricetes
AFF18423, Kitrinoviricota, Flasuviricetes
AFG73004, Kitrinoviricota, Flasuviricetes
AFG73673, Duplornaviricota, Resentoviricetes
AFH08732, Negarnaviricota, Ellioviricetes
AFH08740, Negarnaviricota, Ellioviricetes
AFH09414, Duplornaviricota, Chrymotiviricetes
AFH09416, Duplornaviricota, Chrymotiviricetes
AFH41499, Duplornaviricota, Resentoviricetes
AFH41509, Duplornaviricota, Resentoviricetes
AFH41519, Duplornaviricota, Resentoviricetes
AFH89833, Pisuviricota, Pisoniviricetes
AFH89835, Pisuviricota, Pisoniviricetes
AFH96035, Negarnaviricota, Ellioviricetes
AFI08230, Pisuviricota, Pisoniviricetes
AFI24668, Negarnaviricota, Ellioviricetes
AFI98758, Pisuviricota, Stelpaviricetes
AFJ04539, Pisuviricota, Pisoniviricetes
AFJ05046, Kitrinoviricota, Alsuviricetes
AFJ05056, Kitrinoviricota, Alsuviricetes
AFJ05062, Kitrinoviricota, Alsuviricetes
AFJ20707, Kitrinoviricota, Flasuviricetes
AFJ92906, Pisuviricota, Stelpaviricetes
AFJ92907, Pisuviricota, Stelpaviricetes
AFJ92920, Pisuviricota, Stelpaviricetes
AFJ94647, Negarnaviricota, Monjiviricetes
AFK09819, Negarnaviricota, Insthoviricetes
AFK23478, Pisuviricota, Stelpaviricetes
AFK65740, Pisuviricota, Pisoniviricetes
AFK65743, Pisuviricota, Pisoniviricetes
AFK66746, Pisuviricota, Pisoniviricetes
AFK85007, Pisuviricota, Pisoniviricetes
AFK85008, Pisuviricota, Pisoniviricetes
AFL65799, Kitrinoviricota, Alsuviricetes
AFM44930, Pisuviricota, Pisoniviricetes
AFM84628, Pisuviricota, Pisoniviricetes
AFM84629, Pisuviricota, Pisoniviricetes
AFM91094, Pisuviricota, Pisoniviricetes
AFM93994, Pisuviricota, Pisoniviricetes
AFM97010, Pisuviricota, Stelpaviricetes
AFN39796, Lenarviricota, Leviviricetes
AFN53805, Kitrinoviricota, Flasuviricetes
AFN53811, Kitrinoviricota, Flasuviricetes
AFN69365, Kitrinoviricota, Tolucaviricetes
AFN73042, Negarnaviricota, Ellioviricetes
AFN73049, Negarnaviricota, Insthoviricetes
AFN84612, Pisuviricota, Stelpaviricetes
AFO59880, Pisuviricota, Stelpaviricetes
AFO65948, Pisuviricota, Duplopiviricetes
AFP55349, Kitrinoviricota, Tolucaviricetes
AFP67700, Pisuviricota, Pisoniviricetes
AFQ36585, Negarnaviricota, Ellioviricetes
AFQ36588, Negarnaviricota, Ellioviricetes
AFQ95552, Pisuviricota, Stelpaviricetes
AFQ95555, Pisuviricota, Duplopiviricetes
AFR11847, Kitrinoviricota, Alsuviricetes
AFR11849, Pisuviricota, Pisoniviricetes
AFR56628, Negarnaviricota, Monjiviricetes
AFR67086, Pisuviricota, Pisoniviricetes
AFR68851, Kitrinoviricota, Flasuviricetes
AFR78160, Pisuviricota, Duplopiviricetes
AFS28881, Pisuviricota, Stelpaviricetes
AFS30772, Pisuviricota, Pisoniviricetes
AFS65335, Negarnaviricota, Monjiviricetes
AFU07533, Pisuviricota, Stelpaviricetes
AFU34525, Kitrinoviricota, Flasuviricetes
AFU35736, Pisuviricota, Stelpaviricetes
AFU76908, Kitrinoviricota, Flasuviricetes
AFU92121, Pisuviricota, Pisoniviricetes
AFV31450, Pisuviricota, Pisoniviricetes
AFV34742, Kitrinoviricota, Alsuviricetes
AFV34764, Kitrinoviricota, Alsuviricetes
AFV39891, Kitrinoviricota, Alsuviricetes
AFV48050, Pisuviricota, Pisoniviricetes
AFV48066, Pisuviricota, Pisoniviricetes
AFV67453, Kitrinoviricota, Alsuviricetes
AFV73358, Kitrinoviricota, Alsuviricetes
AFV83532, Pisuviricota, Pisoniviricetes
AFW15935, Kitrinoviricota, Flasuviricetes
AFW17810, Pisuviricota, Duplopiviricetes
AFX61314, Pisuviricota, Stelpaviricetes
AFX61456, Duplornaviricota, Resentoviricetes
AFX73019, Pisuviricota, Duplopiviricetes
AFX73021, Pisuviricota, Duplopiviricetes
AFX73022, Pisuviricota, Duplopiviricetes
AFX73023, Pisuviricota, Duplopiviricetes
AFX73024, Pisuviricota, Duplopiviricetes
AFX73365, Duplornaviricota, Resentoviricetes
AFX73376, Duplornaviricota, Resentoviricetes
AFX73387, Duplornaviricota, Resentoviricetes
AFX97643, Negarnaviricota, Monjiviricetes
AFY05543, Negarnaviricota, Ellioviricetes
AFY09794, Negarnaviricota, Monjiviricetes
AFY10938, Pisuviricota, Pisoniviricetes
AFY22653, Kitrinoviricota, Flasuviricetes
AFY52608, Negarnaviricota, Ellioviricetes
AFZ40120, Kitrinoviricota, Flasuviricetes
AFZ40121, Kitrinoviricota, Flasuviricetes
AFZ40123, Kitrinoviricota, Flasuviricetes
AGA19078, Pisuviricota, Pisoniviricetes
AGA19160, Duplornaviricota, Resentoviricetes
AGA82737, Negarnaviricota, Ellioviricetes
AGB67759, Pisuviricota, Pisoniviricetes
AGC24233, Lenarviricota, Howeltoviricetes
AGC26501, Pisuviricota, Stelpaviricetes
AGC26504, Pisuviricota, Stelpaviricetes
AGC36402, Pisuviricota, Pisoniviricetes
AGC52807, Kitrinoviricota, Flasuviricetes
AGC52814, Kitrinoviricota, Flasuviricetes
AGC52837, Kitrinoviricota, Flasuviricetes
AGC60011, Pisuviricota, Pisoniviricetes
AGC60107, Negarnaviricota, Ellioviricetes
AGC67029, Kitrinoviricota, Alsuviricetes
AGC69961, Pisuviricota, Pisoniviricetes
AGD94585, Pisuviricota, Stelpaviricetes
AGE32260, Duplornaviricota, Resentoviricetes
